ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC0086,NHS Oxfordshire CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0087,NHS Oxfordshire CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0088,NHS Oxfordshire CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0089,NHS Oxfordshire CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0090,NHS Oxfordshire CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0091,NHS Oxfordshire CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0092,NHS Oxfordshire CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0093,NHS Oxfordshire CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0094,NHS Oxfordshire CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0095,NHS Oxfordshire CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-116582-F2F2J-v9.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0096,NHS Oxfordshire CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-116582-F2F2J-v9.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0097,NHS Wakefield CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0098,NHS Wakefield CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0099,NHS Wakefield CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0100,NHS Wakefield CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0101,NHS Wakefield CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0102,NHS Wakefield CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0103,NHS Wakefield CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0104,NHS Wakefield CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0105,NHS Wakefield CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0106,NHS Wakefield CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0107,NHS Wakefield CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0108,NHS Wakefield CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0109,NHS Wakefield CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0110,NHS Wakefield CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0111,NHS Wakefield CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0112,NHS Wakefield CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0113,NHS Wakefield CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0114,NHS Wakefield CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0115,NHS Wakefield CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0116,NHS Wakefield CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0117,NHS Wakefield CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0118,NHS Wakefield CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0119,NHS Wakefield CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0120,NHS Wakefield CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-125783-W2W3P-v0.14,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0121,NHS Shropshire CCG,SUS for Commissioners,Identifiable,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-126117-S3Y1K-v3.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0122,NHS Shropshire CCG,SUS for Commissioners,Anonymised - ICO code compliant,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-126117-S3Y1K-v3.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0123,NHS Telford and Wrekin CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-127332-G0J1N-v3.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC0124,NHS Telford and Wrekin CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-127332-G0J1N-v3.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0125,NHS Barking and Dagenham CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0126,NHS Barking and Dagenham CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0127,NHS Barking and Dagenham CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0128,NHS Barking and Dagenham CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0129,NHS Barking and Dagenham CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0130,NHS Barking and Dagenham CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0131,NHS Barking and Dagenham CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0132,NHS Barking and Dagenham CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0133,NHS Barking and Dagenham CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0134,NHS Barking and Dagenham CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0135,NHS Barking and Dagenham CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-129507-J0H0D-v4.4,,No - data flow is not identifiable,Does not include the flow of confidential data
